GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Tue Oct 25 09:41:16 MST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	objective	Q_evap	barrier_and_penalty	barrier	penalty	mu1	mu2	m_rich	T_evap	T_cond	T_rect	T_abs_outlet	T_gen_outlet
13	3	4	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	317.15	313.15	320.15	403.15	Cost not reduced at T_cond+dT_cond.
14	3	5	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	307.15	313.15	320.15	403.15	Cost not reduced at T_cond-dT_cond.
15	3	6	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	318.15	320.15	403.15	Cost not reduced at T_rect+dT_rect.
16	3	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	308.15	320.15	403.15	Cost not reduced at T_rect-dT_rect.
17	3	8	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	313.15	325.15	403.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
18	3	9	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	313.15	315.15	403.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
19	3	10	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	313.15	320.15	408.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
20	3	11	1	-250.3277070673461	22.54078602534612	-227.786921042	-227.786921042	0.0	1.0	1.0	0.1	274.15	312.15	313.15	320.15	398.15	Cost reduced     at T_gen_outlet-dT_gen_outlet.
21	3	12	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	312.15	313.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
22	3	13	1	-246.7785579573211	33.077589646321115	-213.700968311	-213.700968311	0.0	1.0	1.0	0.1	279.15	312.15	313.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
23	3	14	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	317.15	313.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
24	3	15	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	307.15	313.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
25	3	16	1	-258.17595976402293	27.32448830202291	-230.851471462	-230.851471462	0.0	1.0	1.0	0.1	274.15	312.15	318.15	315.15	398.15	Cost reduced     at T_rect+dT_rect.
26	3	17	1	-255.1835685753461	22.54078602534612	-232.64278255	-232.64278255	0.0	1.0	1.0	0.1	274.15	312.15	318.15	320.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
27	3	18	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	318.15	310.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
28	3	19	1	-251.74665679671156	24.552363488711556	-227.194293308	-227.194293308	0.0	1.0	1.0	0.1	274.15	312.15	318.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
29	3	20	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	312.15	318.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
25	3	21	1	-258.17595976402293	27.32448830202291	-230.851471462	-230.851471462	0.0	1.0	1.0	0.1	274.15	312.15	318.15	315.15	398.15	Local search reduced cost.
30	4	1	1	-262.4408917770229	27.32448830202291	-235.116403475	-235.116403475	0.0	1.0	1.0	0.1	274.15	312.15	323.15	315.15	398.15	Exploration base, Delta = 1.0.
31	4	2	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	312.15	323.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
32	4	3	1	-255.7720635083211	33.077589646321115	-222.694473862	-222.694473862	0.0	1.0	1.0	0.1	279.15	312.15	323.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
33	4	4	1	-266.7392195067347	23.31914721073467	-243.420072296	-243.420072296	0.0	1.0	1.0	0.1	274.15	317.15	323.15	315.15	398.15	Cost reduced     at T_cond+dT_cond.
34	4	5	1	-270.93617011173467	23.31914721073467	-247.617022901	-247.617022901	0.0	1.0	1.0	0.1	274.15	317.15	328.15	315.15	398.15	Cost reduced     at T_rect+dT_rect.
35	4	6	1	-266.4947534746396	18.39570639963959	-248.099047075	-248.099047075	0.0	1.0	1.0	0.1	274.15	317.15	328.15	320.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
36	4	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	317.15	328.15	310.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
37	4	8	1	-263.2159510907088	20.29214691670881	-242.923804174	-242.923804174	0.0	1.0	1.0	0.1	274.15	317.15	328.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
38	4	9	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	317.15	328.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
34	4	10	1	-270.93617011173467	23.31914721073467	-247.617022901	-247.617022901	0.0	1.0	1.0	0.1	274.15	317.15	328.15	315.15	398.15	Global search reduced cost.
39	5	1	1	-276.84819629289854	19.01751972989852	-257.830676563	-257.830676563	0.0	1.0	1.0	0.1	274.15	322.15	333.15	315.15	398.15	Cost reduced     at T_rect-dT_rect.
40	5	2	1	-272.2853263310237	13.940365347023713	-258.344960984	-258.344960984	0.0	1.0	1.0	0.1	274.15	322.15	333.15	320.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
41	5	3	1	-281.706828578669	24.393517276669023	-257.313311302	-257.313311302	0.0	1.0	1.0	0.1	274.15	322.15	333.15	310.15	398.15	Cost reduced     at T_abs_outlet-dT_abs_outlet.
42	5	4	1	-273.8814880756794	21.25139509467941	-252.630092981	-252.630092981	0.0	1.0	1.0	0.1	274.15	322.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
43	5	5	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	322.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
41	5	6	1	-281.706828578669	24.393517276669023	-257.313311302	-257.313311302	0.0	1.0	1.0	0.1	274.15	322.15	333.15	310.15	398.15	Global search reduced cost.
44	6	1	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	327.15	333.15	305.15	398.15	Cost reduced     at T_rect-dT_rect.
45	6	2	1	-283.2026036372871	19.913565592287107	-263.289038045	-263.289038045	0.0	1.0	1.0	0.1	274.15	327.15	333.15	310.15	398.15	Cost reduced     at T_abs_outlet+dT_abs_outlet.
46	6	3	1	-275.06354548861873	16.426664084618736	-258.636881404	-258.636881404	0.0	1.0	1.0	0.1	274.15	327.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
47	6	4	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.1	274.15	327.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
45	6	5	1	-283.2026036372871	19.913565592287107	-263.289038045	-263.289038045	0.0	1.0	1.0	0.1	274.15	327.15	333.15	310.15	398.15	Global search reduced cost.
48	7	1	1	-285.0615368147144	15.017370621714331	-270.044166193	-270.044166193	0.0	1.0	1.0	0.1	274.15	332.15	333.15	310.15	398.15	Exploration base, Delta = 1.0.
49	7	2	1	-298.5847316894286	30.034741243428662	-268.549990446	-268.549990446	0.0	1.0	1.0	0.2	274.15	332.15	333.15	310.15	398.15	Cost reduced     at m_rich+dm_rich.
50	7	3	1	-301.2007818966012	44.01547455160121	-257.185307345	-257.185307345	0.0	1.0	1.0	0.2	279.15	332.15	333.15	310.15	398.15	Cost reduced     at T_evap+dT_evap.
51	7	4	1	-303.18988201897645	53.27314302097645	-249.916738998	-249.916738998	0.0	1.0	1.0	0.2	279.15	327.15	333.15	310.15	398.15	Cost reduced     at T_cond-dT_cond.
52	7	5	1	-299.55003322597645	53.27314302097645	-246.276890205	-246.276890205	0.0	1.0	1.0	0.2	279.15	327.15	328.15	310.15	398.15	Cost not reduced at T_rect-dT_rect.
53	7	6	1	-292.59726500305123	41.470867490051226	-251.126397513	-251.126397513	0.0	1.0	1.0	0.2	279.15	327.15	333.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
54	7	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	279.15	327.15	333.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
55	7	8	1	-292.39914991080104	46.82965659380103	-245.569493317	-245.569493317	0.0	1.0	1.0	0.2	279.15	327.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
56	7	9	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	279.15	327.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
51	7	10	1	-303.18988201897645	53.27314302097645	-249.916738998	-249.916738998	0.0	1.0	1.0	0.2	279.15	327.15	333.15	310.15	398.15	Global search reduced cost.
57	8	1	1	748.3236683038253	79.90971453146467	828.2333828352901	-246.985041162	1075.21842399729	1.0	1.0	0.3	279.15	327.15	333.15	310.15	398.15	Cost reduced     at T_evap-dT_evap.
58	8	2	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	322.15	333.15	310.15	398.15	Cost reduced     at T_cond-dT_cond.
59	8	3	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	322.15	328.15	310.15	398.15	Cost not reduced at T_rect-dT_rect.
60	8	4	1	-317.61286384496407	75.50564915496408	-242.10721469	-242.10721469	0.0	1.0	1.0	0.3	279.15	322.15	333.15	315.15	398.15	Cost reduced     at T_abs_outlet+dT_abs_outlet.
61	8	5	1	-303.5840598266176	66.20066073061756	-237.383399096	-237.383399096	0.0	1.0	1.0	0.3	279.15	322.15	333.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
62	8	6	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	322.15	333.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
60	8	7	1	-317.61286384496407	75.50564915496408	-242.10721469	-242.10721469	0.0	1.0	1.0	0.3	279.15	322.15	333.15	315.15	398.15	Global search reduced cost.
63	9	1	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	279.15	317.15	333.15	320.15	398.15	Exploration base, Delta = 1.0.
64	9	2	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.5	279.15	317.15	333.15	320.15	398.15	Cost not reduced at m_rich+dm_rich.
65	9	3	1	-307.96759635140177	72.29866275940176	-235.668933592	-235.668933592	0.0	1.0	1.0	0.3	279.15	317.15	333.15	320.15	398.15	Cost reduced     at m_rich-dm_rich.
66	9	4	1	-303.6959971959188	55.18711919891877	-248.508877997	-248.508877997	0.0	1.0	1.0	0.3	274.15	317.15	333.15	320.15	398.15	Cost not reduced at T_evap-dT_evap.
67	9	5	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	312.15	333.15	320.15	398.15	Cost not reduced at T_cond-dT_cond.
68	9	6	1	-303.1819843232979	59.529262782297934	-243.652721541	-243.652721541	0.0	1.0	1.0	0.3	279.15	322.15	333.15	320.15	398.15	Cost not reduced at T_cond+dT_cond.
69	9	7	1	-303.8255403424017	72.29866275940176	-231.526877583	-231.526877583	0.0	1.0	1.0	0.3	279.15	317.15	328.15	320.15	398.15	Cost not reduced at T_rect-dT_rect.
70	9	8	1	-295.9515694444349	57.67860745243485	-238.272961992	-238.272961992	0.0	1.0	1.0	0.3	279.15	317.15	333.15	325.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
71	9	9	1	-320.73142618811016	87.78896063311015	-232.942465555	-232.942465555	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	398.15	Cost reduced     at T_abs_outlet-dT_abs_outlet.
72	9	10	1	-309.11680271253726	79.33050038253725	-229.78630233	-229.78630233	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
73	9	11	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
71	9	12	1	-320.73142618811016	87.78896063311015	-232.942465555	-232.942465555	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	398.15	Global search reduced cost.
74	10	1	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	312.15	333.15	315.15	398.15	Exploration base, Delta = 1.0.
75	10	2	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	279.15	312.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
76	10	3	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	279.15	312.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
77	10	4	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	312.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
78	10	5	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	307.15	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
78	10	6	1	-320.73142618811016	87.78896063311015	-232.942465555	-232.942465555	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	398.15	Cost reduced     at T_cond+dT_cond.
79	10	7	1	-316.58261369711016	87.78896063311015	-228.793653064	-228.793653064	0.0	1.0	1.0	0.3	279.15	317.15	328.15	315.15	398.15	Cost not reduced at T_rect-dT_rect.
80	10	8	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	317.15	333.15	310.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
80	10	9	1	-307.96759635140177	72.29866275940176	-235.668933592	-235.668933592	0.0	1.0	1.0	0.3	279.15	317.15	333.15	320.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
80	10	10	1	-309.11680271253726	79.33050038253725	-229.78630233	-229.78630233	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
80	10	11	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
81	10	12	1	-294.4815149834068	58.52597375540677	-235.955541228	-235.955541228	0.0	1.0	1.0	0.2	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
82	10	13	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
83	10	14	1	-316.950167059204	69.957441632204	-246.992725427	-246.992725427	0.0	1.0	1.0	0.3	274.15	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
83	10	15	1	-317.61286384496407	75.50564915496408	-242.10721469	-242.10721469	0.0	1.0	1.0	0.3	279.15	322.15	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
83	10	16	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	312.15	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
83	10	17	1	-316.58261369711016	87.78896063311015	-228.793653064	-228.793653064	0.0	1.0	1.0	0.3	279.15	317.15	328.15	315.15	398.15	Cost not reduced at T_rect-dT_rect.
83	10	18	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	317.15	333.15	310.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
83	10	19	1	-307.96759635140177	72.29866275940176	-235.668933592	-235.668933592	0.0	1.0	1.0	0.3	279.15	317.15	333.15	320.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
83	10	20	1	-309.11680271253726	79.33050038253725	-229.78630233	-229.78630233	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
83	10	21	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
71	10	22	1	-320.73142618811016	87.78896063311015	-232.942465555	-232.942465555	0.0	1.0	1.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.5'.
84	1	1	2	-146.02457702186015	87.78896063311015	-58.23561638875	-232.942465555	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.5'.
84	2	1	2	-146.02457702186015	87.78896063311015	-58.23561638875	-232.942465555	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	398.15	Exploration base, Delta = 0.5.
85	2	2	2	-131.77007168400843	73.15746719425844	-58.61260448975	-234.450417959	0.0	0.25	4.0	0.25	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
86	2	3	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.35	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
87	2	4	2	-138.77106992540087	78.78782400765088	-59.98324591775	-239.932983671	0.0	0.25	4.0	0.3	276.65	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
88	2	5	2	-141.1344669610887	81.7629212555887	-59.3715457055	-237.486182822	0.0	0.25	4.0	0.3	279.15	319.65	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
89	2	6	2	4401.507886802354	93.60686007220212	4495.114746874556	-228.465929682	1138.0578073237639	0.25	4.0	0.3	279.15	314.65	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
90	2	7	2	-145.51293974236015	87.78896063311015	-57.72397910925	-230.895916437	0.0	0.25	4.0	0.3	279.15	317.15	330.65	315.15	398.15	Cost not reduced at T_rect-dT_rect.
91	2	8	2	30484.20901923995	95.93268598305009	30580.141705223	-231.711551444	7659.517398270999	0.25	4.0	0.3	279.15	317.15	333.15	312.65	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
92	2	9	2	-138.4927096179838	79.92190350448378	-58.5708061135	-234.283224454	0.0	0.25	4.0	0.3	279.15	317.15	333.15	317.65	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
93	2	10	2	-141.48763116946228	83.65313930721229	-57.83449186225	-231.337967449	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	395.65	Cost not reduced at T_gen_outlet-dT_gen_outlet.
94	2	11	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	400.65	Cost not reduced at T_gen_outlet+dT_gen_outlet.
94	2	12	2	-131.77007168400843	73.15746719425844	-58.61260448975	-234.450417959	0.0	0.25	4.0	0.25	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
94	2	13	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.35	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
94	2	14	2	-138.77106992540087	78.78782400765088	-59.98324591775	-239.932983671	0.0	0.25	4.0	0.3	276.65	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
94	2	15	2	-141.1344669610887	81.7629212555887	-59.3715457055	-237.486182822	0.0	0.25	4.0	0.3	279.15	319.65	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
94	2	16	2	4401.507886802354	93.60686007220212	4495.114746874556	-228.465929682	1138.0578073237639	0.25	4.0	0.3	279.15	314.65	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
94	2	17	2	-145.51293974236015	87.78896063311015	-57.72397910925	-230.895916437	0.0	0.25	4.0	0.3	279.15	317.15	330.65	315.15	398.15	Cost not reduced at T_rect-dT_rect.
94	2	18	2	30484.20901923995	95.93268598305009	30580.141705223	-231.711551444	7659.517398270999	0.25	4.0	0.3	279.15	317.15	333.15	312.65	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
94	2	19	2	-138.4927096179838	79.92190350448378	-58.5708061135	-234.283224454	0.0	0.25	4.0	0.3	279.15	317.15	333.15	317.65	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
94	2	20	2	-141.48763116946228	83.65313930721229	-57.83449186225	-231.337967449	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	395.65	Cost not reduced at T_gen_outlet-dT_gen_outlet.
94	2	21	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	400.65	Cost not reduced at T_gen_outlet+dT_gen_outlet.
84	2	22	2	-146.02457702186015	87.78896063311015	-58.23561638875	-232.942465555	0.0	0.25	4.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.25'.
95	1	1	3	-113.67145680588793	87.78896063311015	-25.882496172777778	-232.942465555	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.25'.
95	2	1	3	-113.67145680588793	87.78896063311015	-25.882496172777778	-232.942465555	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	398.15	Exploration base, Delta = 0.25.
96	2	2	3	-106.4395215316843	80.4732139136843	-25.966307618	-233.696768562	0.0	0.1111111111111111	9.0	0.275	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
97	2	3	3	15154.094165151719	95.104707352536	15249.198872504254	-230.941957301	1697.2065655535714	0.1111111111111111	9.0	0.325	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
98	2	4	3	-109.53469935008775	83.26490816008774	-26.26979119	-236.42812071	0.0	0.1111111111111111	9.0	0.3	277.9	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
99	2	5	3	-110.93459850560386	84.80061561838164	-26.13398288722222	-235.205845985	0.0	0.1111111111111111	9.0	0.3	279.15	318.4	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
100	2	6	3	505.62786963105816	90.72293234971622	596.3508019807743	-230.696881111	69.10930986343172	0.1111111111111111	9.0	0.3	279.15	315.9	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
101	2	7	3	-113.5584651056657	87.78896063311015	-25.769504472555553	-231.925540253	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	331.9	315.15	398.15	Cost not reduced at T_rect-dT_rect.
102	2	8	3	692.5894382782592	91.82392913048929	784.4133674087485	-232.306891886	90.02502714277452	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	313.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
103	2	9	3	-109.77963058301141	83.82305292367808	-25.956577659333334	-233.609198934	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	316.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
104	2	10	3	-111.53622337213484	85.74356340446818	-25.792659967666665	-232.133939709	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	396.9	Cost not reduced at T_gen_outlet-dT_gen_outlet.
105	2	11	3	4341.871024453213	89.79086602459643	4431.66189047781	-233.763365024	495.2928441891887	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	399.4	Cost not reduced at T_gen_outlet+dT_gen_outlet.
105	2	12	3	-106.4395215316843	80.4732139136843	-25.966307618	-233.696768562	0.0	0.1111111111111111	9.0	0.275	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
105	2	13	3	15154.094165151719	95.104707352536	15249.198872504254	-230.941957301	1697.2065655535714	0.1111111111111111	9.0	0.325	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
105	2	14	3	-109.53469935008775	83.26490816008774	-26.26979119	-236.42812071	0.0	0.1111111111111111	9.0	0.3	277.9	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
105	2	15	3	-110.93459850560386	84.80061561838164	-26.13398288722222	-235.205845985	0.0	0.1111111111111111	9.0	0.3	279.15	318.4	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
105	2	16	3	505.62786963105816	90.72293234971622	596.3508019807743	-230.696881111	69.10930986343172	0.1111111111111111	9.0	0.3	279.15	315.9	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
