GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Tue Oct 25 09:30:28 MST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	objective	Q_evap	barrier_and_penalty	barrier	penalty	mu1	mu2	m_rich	T_evap	T_cond	T_rect	T_abs_outlet	T_gen_outlet
23	3	14	1	-310.7763307183425	57.06476709734248	-253.711563621	-253.711563621	0.0	1.0	1.0	0.2	274.15	317.15	323.15	310.15	398.15	Cost reduced     at T_rect+dT_rect.
24	3	15	1	-302.6792798434693	46.63829442146934	-256.040985422	-256.040985422	0.0	1.0	1.0	0.2	274.15	317.15	323.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
25	3	16	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	317.15	323.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
26	3	17	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	317.15	323.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
27	3	18	1	-301.6878056133024	51.35135332230237	-250.336452291	-250.336452291	0.0	1.0	1.0	0.2	274.15	317.15	323.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
23	3	19	1	-310.7763307183425	57.06476709734248	-253.711563621	-253.711563621	0.0	1.0	1.0	0.2	274.15	317.15	323.15	310.15	398.15	Local search reduced cost.
28	4	1	1	-314.33967256333807	48.787034553338046	-265.55263801	-265.55263801	0.0	1.0	1.0	0.2	274.15	322.15	328.15	310.15	398.15	Cost reduced     at T_evap+dT_evap.
29	4	2	1	-312.41382893657425	39.82713118457421	-272.586697752	-272.586697752	0.0	1.0	1.0	0.2	274.15	327.15	328.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
30	4	3	1	-315.0150822863425	57.06476709734248	-257.950315189	-257.950315189	0.0	1.0	1.0	0.2	274.15	317.15	328.15	310.15	398.15	Cost reduced     at T_cond-dT_cond.
31	4	4	1	-319.1682103233425	57.06476709734248	-262.103443226	-262.103443226	0.0	1.0	1.0	0.2	274.15	317.15	333.15	310.15	398.15	Cost reduced     at T_rect+dT_rect.
32	4	5	1	-311.0234166344693	46.63829442146934	-264.385122213	-264.385122213	0.0	1.0	1.0	0.2	274.15	317.15	333.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
33	4	6	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	317.15	333.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
34	4	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.2	274.15	317.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
35	4	8	1	-310.07968684630237	51.35135332230237	-258.728333524	-258.728333524	0.0	1.0	1.0	0.2	274.15	317.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
31	4	9	1	-319.1682103233425	57.06476709734248	-262.103443226	-262.103443226	0.0	1.0	1.0	0.2	274.15	317.15	333.15	310.15	398.15	Global search reduced cost.
36	5	1	1	-344.76787263701374	85.59715064601373	-259.170721991	-259.170721991	0.0	1.0	1.0	0.3	274.15	317.15	333.15	310.15	398.15	Cost reduced     at m_rich+dm_rich.
37	5	2	1	-298.70644931233767	104.39305634671356	-194.31339296562413	-245.691986301	51.37859333537584	1.0	1.0	0.3	279.15	317.15	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
38	5	3	1	-347.340477572892	97.16928313289199	-250.17119444	-250.17119444	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	398.15	Cost reduced     at T_cond-dT_cond.
39	5	4	1	-343.354695923892	97.16928313289199	-246.185412791	-246.185412791	0.0	1.0	1.0	0.3	274.15	312.15	328.15	310.15	398.15	Cost not reduced at T_rect-dT_rect.
40	5	5	1	-334.6341229540687	81.97346490606871	-252.660658048	-252.660658048	0.0	1.0	1.0	0.3	274.15	312.15	333.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
41	5	6	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	312.15	333.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
42	5	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
43	5	8	1	-336.15318793199896	89.32077245099896	-246.832415481	-246.832415481	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
38	5	9	1	-347.340477572892	97.16928313289199	-250.17119444	-250.17119444	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	398.15	Local search reduced cost.
44	6	1	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	333.15	310.15	398.15	Exploration base, Delta = 1.0.
45	6	2	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.5	274.15	307.15	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
46	6	3	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	307.15	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
47	6	4	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	279.15	307.15	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
48	6	5	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	312.15	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
49	6	6	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	328.15	310.15	398.15	Cost not reduced at T_rect-dT_rect.
50	6	7	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	333.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
51	6	8	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	333.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
52	6	9	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
53	6	10	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	307.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
53	6	11	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.4	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
54	6	12	1	-318.29753529359465	64.77952208859467	-253.518013205	-253.518013205	0.0	1.0	1.0	0.2	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
55	6	13	1	3074.5115156247793	115.36287760642985	3189.874393231209	-237.413960365	3427.288353596209	1.0	1.0	0.3	279.15	312.15	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
55	6	14	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	307.15	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
55	6	15	1	-344.76787263701374	85.59715064601373	-259.170721991	-259.170721991	0.0	1.0	1.0	0.3	274.15	317.15	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
55	6	16	1	-343.354695923892	97.16928313289199	-246.185412791	-246.185412791	0.0	1.0	1.0	0.3	274.15	312.15	328.15	310.15	398.15	Cost not reduced at T_rect-dT_rect.
55	6	17	1	-334.6341229540687	81.97346490606871	-252.660658048	-252.660658048	0.0	1.0	1.0	0.3	274.15	312.15	333.15	315.15	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
55	6	18	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	312.15	333.15	305.15	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
55	6	19	1	1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	403.15	Cost not reduced at T_gen_outlet+dT_gen_outlet.
55	6	20	1	-336.15318793199896	89.32077245099896	-246.832415481	-246.832415481	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	393.15	Cost not reduced at T_gen_outlet-dT_gen_outlet.
38	6	21	1	-347.340477572892	97.16928313289199	-250.17119444	-250.17119444	0.0	1.0	1.0	0.3	274.15	312.15	333.15	310.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.5'.
56	1	1	2	-159.712081742892	97.16928313289199	-62.54279861	-250.17119444	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.5'.
56	2	1	2	-159.712081742892	97.16928313289199	-62.54279861	-250.17119444	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	398.15	Exploration base, Delta = 0.5.
57	2	2	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.35	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
58	2	3	2	-143.93591307349334	80.97440261074333	-62.96151046275	-251.846041851	0.0	0.25	4.0	0.25	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
59	2	4	2	300.74415877665086	106.14942589863232	406.8935846752832	-243.564073169	116.9461507418833	0.25	4.0	0.3	276.65	312.15	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
60	2	5	2	12465.184063800225	102.68444733909331	12567.868511139319	-245.745839178	3157.326242733455	0.25	4.0	0.3	274.15	309.65	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
61	2	6	2	-155.1404499932161	91.4796960174661	-63.66075397575	-254.643015903	0.0	0.25	4.0	0.3	274.15	314.65	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
62	2	7	2	-159.22078129664197	97.16928313289199	-62.05149816375	-248.205992655	0.0	0.25	4.0	0.3	274.15	312.15	330.65	310.15	398.15	Cost not reduced at T_rect-dT_rect.
63	2	8	2	-152.29932658062398	89.45305881937398	-62.84626776125	-251.385071045	0.0	0.25	4.0	0.3	274.15	312.15	333.15	312.65	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
64	2	9	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	274.15	312.15	333.15	307.65	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
65	2	10	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	400.65	Cost not reduced at T_gen_outlet+dT_gen_outlet.
66	2	11	2	-155.44583746229762	93.32597912004763	-62.11985834225	-248.479433369	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	395.65	Cost not reduced at T_gen_outlet-dT_gen_outlet.
66	2	12	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.35	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
66	2	13	2	-143.93591307349334	80.97440261074333	-62.96151046275	-251.846041851	0.0	0.25	4.0	0.25	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
66	2	14	2	300.74415877665086	106.14942589863232	406.8935846752832	-243.564073169	116.9461507418833	0.25	4.0	0.3	276.65	312.15	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
66	2	15	2	12465.184063800225	102.68444733909331	12567.868511139319	-245.745839178	3157.326242733455	0.25	4.0	0.3	274.15	309.65	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
66	2	16	2	-155.1404499932161	91.4796960174661	-63.66075397575	-254.643015903	0.0	0.25	4.0	0.3	274.15	314.65	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
66	2	17	2	-159.22078129664197	97.16928313289199	-62.05149816375	-248.205992655	0.0	0.25	4.0	0.3	274.15	312.15	330.65	310.15	398.15	Cost not reduced at T_rect-dT_rect.
66	2	18	2	-152.29932658062398	89.45305881937398	-62.84626776125	-251.385071045	0.0	0.25	4.0	0.3	274.15	312.15	333.15	312.65	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
66	2	19	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	274.15	312.15	333.15	307.65	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
66	2	20	2	1.0	-1.0	0.0	0.0	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	400.65	Cost not reduced at T_gen_outlet+dT_gen_outlet.
66	2	21	2	-155.44583746229762	93.32597912004763	-62.11985834225	-248.479433369	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	395.65	Cost not reduced at T_gen_outlet-dT_gen_outlet.
56	2	22	2	-159.712081742892	97.16928313289199	-62.54279861	-250.17119444	0.0	0.25	4.0	0.3	274.15	312.15	333.15	310.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.25'.
67	1	1	3	-124.96608251511421	97.16928313289199	-27.79679938222222	-250.17119444	0.0	0.1111111111111111	9.0	0.3	274.15	312.15	333.15	310.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.25'.
67	2	1	3	-124.96608251511421	97.16928313289199	-27.79679938222222	-250.17119444	0.0	0.1111111111111111	9.0	0.3	274.15	312.15	333.15	310.15	398.15	Exploration base, Delta = 0.25.
68	2	2	3	4135.233397323735	105.26672339396633	4240.500120717701	-249.332805427	474.244862862794	0.1111111111111111	9.0	0.325	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
69	2	3	3	-116.96172654148434	89.07184287181768	-27.889883669666663	-251.008953027	0.0	0.1111111111111111	9.0	0.275	274.15	312.15	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
70	2	4	3	-125.7875337846485	101.63308460787863	-24.154449176769873	-246.828106552	0.3634328884082856	0.1111111111111111	9.0	0.3	275.4	312.15	333.15	310.15	398.15	Cost reduced     at T_evap+dT_evap.
71	2	5	3	2551.254823328258	104.37547266170675	2655.630295989965	-244.6474385	298.0903716346875	0.1111111111111111	9.0	0.3	275.4	310.9	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
72	2	6	3	-126.5161366981429	98.84695296469846	-27.66918373344444	-249.022653601	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	310.15	398.15	Cost reduced     at T_cond+dT_cond.
73	2	7	3	-126.40651870525402	98.84695296469846	-27.559565740555552	-248.036091665	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	331.9	310.15	398.15	Cost not reduced at T_rect-dT_rect.
74	2	8	3	-122.6064492718095	94.87173472369838	-27.73471454811111	-249.612430933	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	311.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
75	2	9	3	1201.0768640298688	102.89428933693395	1303.9711533668028	-248.469732027	147.95321126331143	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	308.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
76	2	10	3	980.9543158959417	100.71426823215631	1081.668584128098	-249.891675174	123.2704806460109	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	310.15	399.4	Cost not reduced at T_gen_outlet+dT_gen_outlet.
77	2	11	3	-124.51487394205493	96.9410551247216	-27.573818817333333	-248.164369356	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	310.15	396.9	Cost not reduced at T_gen_outlet-dT_gen_outlet.
72	2	12	3	-126.5161366981429	98.84695296469846	-27.66918373344444	-249.022653601	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	310.15	398.15	Global search reduced cost.
78	3	1	3	-128.1470114293216	100.60467917143271	-27.542332257888887	-247.880990321	0.0	0.1111111111111111	9.0	0.3	276.65	314.65	333.15	310.15	398.15	Exploration base, Delta = 0.25.
79	3	2	3	4509.498208783988	108.98840243571877	4618.486611219707	-246.470809129	516.2080285198316	0.1111111111111111	9.0	0.325	276.65	314.65	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
80	3	3	3	-119.85958340581331	92.22095590714665	-27.638627498666665	-248.747647488	0.0	0.1111111111111111	9.0	0.275	276.65	314.65	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
81	3	4	3	-59.47465637014183	105.25375835687684	45.779101986735014	-244.630889687	8.106701327995248	0.1111111111111111	9.0	0.3	277.9	314.65	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
82	3	5	3	-123.92960227477289	96.01526606732844	-27.914336207444443	-251.229025867	0.0	0.1111111111111111	9.0	0.3	275.4	314.65	333.15	310.15	398.15	Cost not reduced at T_evap-dT_evap.
83	3	6	3	-125.54769695646378	97.76309440246378	-27.784602554	-250.061422986	0.0	0.1111111111111111	9.0	0.3	276.65	315.9	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
84	3	7	3	-130.70130350261	103.39949017083222	-27.301813331777776	-245.716319986	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	310.15	398.15	Cost reduced     at T_cond-dT_cond.
85	3	8	3	-130.59168899783222	103.39949017083222	-27.192198827	-244.729789443	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	331.9	310.15	398.15	Cost not reduced at T_rect-dT_rect.
86	3	9	3	-126.72245195065064	99.36135820287286	-27.361093747777776	-246.24984373	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	311.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
87	3	10	3	9580.899476512917	107.51486997892373	9688.414346491842	-245.239968913	1079.5181368807355	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	308.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
88	3	11	3	2968.658685525409	105.23073813018189	3073.889423655591	-246.60875565	344.5878218339546	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	310.15	399.4	Cost not reduced at T_gen_outlet+dT_gen_outlet.
89	3	12	3	-128.73416760303476	101.53040486370143	-27.20376273933333	-244.833864654	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	310.15	396.9	Cost not reduced at T_gen_outlet-dT_gen_outlet.
84	3	13	3	-130.70130350261	103.39949017083222	-27.301813331777776	-245.716319986	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	310.15	398.15	Global search reduced cost.
90	4	1	3	1124.4870575029026	108.0109802988552	1232.4980378017578	-242.514981535	139.9382385401336	0.1111111111111111	9.0	0.3	277.9	313.4	333.15	310.15	398.15	Exploration base, Delta = 0.25.
91	4	2	3	16670.417016191914	117.01189532375979	16787.428911515675	-241.581818462	1868.2523706432478	0.1111111111111111	9.0	0.325	277.9	313.4	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
92	4	3	3	-126.05977611472838	99.0100652739506	-27.049710840777777	-243.447397567	0.0	0.1111111111111111	9.0	0.275	277.9	313.4	333.15	310.15	398.15	Cost reduced     at m_rich-dm_rich.
93	4	4	3	570.4581292545505	103.29688989927209	673.7550191538226	-240.433000139	77.82997743856053	0.1111111111111111	9.0	0.275	279.15	313.4	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
94	4	5	3	-122.18377718626289	94.78286598992955	-27.400911196333332	-246.608200767	0.0	0.1111111111111111	9.0	0.275	276.65	313.4	333.15	310.15	398.15	Cost not reduced at T_evap-dT_evap.
95	4	6	3	-18.73743920484877	101.4970121282924	82.75957292344363	-241.36899999	12.175372300012254	0.1111111111111111	9.0	0.275	277.9	312.15	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
96	4	7	3	-123.76465064747043	96.4826118271371	-27.28203882033333	-245.538349383	0.0	0.1111111111111111	9.0	0.275	277.9	314.65	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
97	4	8	3	-125.95016092517282	99.0100652739506	-26.94009565122222	-242.460860861	0.0	0.1111111111111111	9.0	0.275	277.9	313.4	331.9	310.15	398.15	Cost not reduced at T_rect-dT_rect.
98	4	9	3	-122.34186900652415	95.24601485485748	-27.095854151666664	-243.862687365	0.0	0.1111111111111111	9.0	0.275	277.9	313.4	333.15	311.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
99	4	10	3	9821.702722549733	102.85015305260467	9924.552875602338	-243.116373847	1105.7295340033093	0.1111111111111111	9.0	0.275	277.9	313.4	333.15	308.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
100	4	11	3	148.5534933089257	100.65515381625767	249.20864712518338	-244.381669773	30.706907332094453	0.1111111111111111	9.0	0.275	277.9	313.4	333.15	310.15	399.4	Cost not reduced at T_gen_outlet+dT_gen_outlet.
101	4	12	3	-124.27795272915158	97.33098582015158	-26.946966908999997	-242.522702181	0.0	0.1111111111111111	9.0	0.275	277.9	313.4	333.15	310.15	396.9	Cost not reduced at T_gen_outlet-dT_gen_outlet.
101	4	13	3	-122.18377718626289	94.78286598992955	-27.400911196333332	-246.608200767	0.0	0.1111111111111111	9.0	0.275	276.65	313.4	333.15	310.15	398.15	Cost not reduced at m_rich-dm_rich.
102	4	14	3	7387.8429114665505	112.01611435173493	7499.859025818286	-244.823734102	836.3401847711923	0.1111111111111111	9.0	0.325	276.65	313.4	333.15	310.15	398.15	Cost not reduced at m_rich+dm_rich.
102	4	15	3	1124.4870575029026	108.0109802988552	1232.4980378017578	-242.514981535	139.9382385401336	0.1111111111111111	9.0	0.3	277.9	313.4	333.15	310.15	398.15	Cost not reduced at T_evap+dT_evap.
102	4	16	3	-126.5161366981429	98.84695296469846	-27.66918373344444	-249.022653601	0.0	0.1111111111111111	9.0	0.3	275.4	313.4	333.15	310.15	398.15	Cost not reduced at T_evap-dT_evap.
103	4	17	3	919.3032559817619	106.14942589863232	1025.4526818803943	-243.564073169	116.9461507418833	0.1111111111111111	9.0	0.3	276.65	312.15	333.15	310.15	398.15	Cost not reduced at T_cond-dT_cond.
103	4	18	3	-128.1470114293216	100.60467917143271	-27.542332257888887	-247.880990321	0.0	0.1111111111111111	9.0	0.3	276.65	314.65	333.15	310.15	398.15	Cost not reduced at T_cond+dT_cond.
103	4	19	3	-130.59168899783222	103.39949017083222	-27.192198827	-244.729789443	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	331.9	310.15	398.15	Cost not reduced at T_rect-dT_rect.
103	4	20	3	-126.72245195065064	99.36135820287286	-27.361093747777776	-246.24984373	0.0	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	311.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
103	4	21	3	9580.899476512917	107.51486997892373	9688.414346491842	-245.239968913	1079.5181368807355	0.1111111111111111	9.0	0.3	276.65	313.4	333.15	308.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
